submission_id,hhid,round,enum_id,start_time,end_time,duration_minutes,consent,refusal,gps_accuracy,module_missing_count,dont_know_count
SUB00464,HH00464,followup,EN16,2026-03-08 09:09:00,2026-03-08 10:47:00,30.9,0,0,6.9,0,1
SUB00465,HH00465,followup,EN13,2026-04-03 09:13:00,2026-04-03 10:49:00,47.1,1,0,3,0,1
SUB00466,HH00466,followup,EN14,2026-04-09 09:23:00,2026-04-09 10:25:00,26.2,1,0,25.7,0,0
SUB00467,HH00467,followup,EN15,2026-04-13 09:48:00,2026-04-13 10:52:00,44.0,1,0,14.9,0,1
SUB00468,HH00468,followup,EN09,2026-03-10 09:18:00,2026-03-10 10:24:00,43.9,1,0,22.4,0,1
SUB00469,HH00469,followup,EN08,2026-04-05 09:37:00,2026-04-05 10:38:00,39.0,1,0,22.6,0,1
SUB00470,HH00470,followup,EN11,2026-03-24 09:52:00,2026-03-24 10:16:00,35.1,1,0,27.9,0,4
SUB00471,HH00471,followup,EN15,2026-03-30 09:17:00,2026-03-30 10:31:00,28.9,1,0,36.9,0,1
SUB00472,HH00472,followup,EN04,2026-03-10 09:41:00,2026-03-10 10:04:00,48.3,1,0,31.3,0,1
SUB00473,HH00473,followup,EN01,2026-03-23 09:10:00,2026-03-23 10:12:00,31.9,1,0,8.7,0,2
SUB00474,HH00474,followup,EN02,2026-04-13 09:06:00,2026-04-13 10:29:00,46.2,1,0,12.2,0,1
SUB00475,HH00475,followup,EN06,2026-03-30 09:18:00,2026-03-30 10:23:00,29.2,1,0,27.0,0,2
SUB00476,HH00476,followup,EN13,2026-04-12 09:00:00,2026-04-12 10:57:00,35.0,1,0,3,0,2
SUB00477,HH00477,followup,EN12,2026-04-03 09:33:00,2026-04-03 10:18:00,46.6,1,0,20.0,0,1
SUB00478,HH00478,followup,EN05,2026-03-02 09:19:00,2026-03-02 10:57:00,50.7,1,0,18.1,0,0
SUB00479,HH00479,followup,EN05,2026-03-23 09:27:00,2026-03-23 10:17:00,30.7,1,0,27.8,0,2
SUB00480,HH00480,followup,EN07,2026-03-25 09:05:00,2026-03-25 10:08:00,33.4,1,0,9.4,0,0
SUB00481,HH00481,followup,EN06,2026-03-15 09:42:00,2026-03-15 10:22:00,26.2,1,0,6.6,0,2
SUB00482,HH00482,followup,EN06,2026-03-09 09:40:00,2026-03-09 10:09:00,40.8,1,0,3,0,1
SUB00483,HH00483,followup,EN10,2026-03-11 09:27:00,2026-03-11 10:00:00,23.0,1,0,37.8,0,1
SUB00484,HH00484,followup,EN01,2026-03-03 09:28:00,2026-03-03 10:36:00,56.3,1,0,22.7,0,2
SUB00485,HH00485,followup,EN16,2026-04-05 09:39:00,2026-04-05 10:37:00,56.8,1,0,20.3,0,0
SUB00486,HH00486,followup,EN08,2026-03-03 09:59:00,2026-03-03 10:33:00,38.4,1,0,18.0,0,0
SUB00487,HH00487,followup,EN03,2026-03-11 09:47:00,2026-03-11 10:17:00,15.4,1,0,10.6,0,1
SUB00488,HH00488,followup,EN16,2026-03-03 09:29:00,2026-03-03 10:48:00,49.7,1,0,24.2,0,0
SUB00489,HH00489,followup,EN09,2026-03-27 09:20:00,2026-03-27 10:11:00,29.0,1,0,21.7,0,1
SUB00490,HH00490,followup,EN03,2026-03-06 09:22:00,2026-03-06 10:02:00,22.9,1,0,16.5,0,0
SUB00491,HH00491,followup,EN15,2026-03-16 09:40:00,2026-03-16 10:58:00,34.7,1,0,14.1,0,0
SUB00492,HH00492,followup,EN04,2026-04-09 09:02:00,2026-04-09 10:24:00,33.3,1,0,9.5,0,0
SUB00493,HH00493,followup,EN11,2026-04-09 09:53:00,2026-04-09 10:48:00,33.4,1,0,11.7,0,4
SUB00494,HH00494,followup,EN16,2026-04-07 09:46:00,2026-04-07 10:33:00,41.2,1,0,17.5,0,0
SUB00495,HH00495,followup,EN05,2026-04-06 09:41:00,2026-04-06 10:37:00,50.7,1,0,25.9,0,1
SUB00496,HH00496,followup,EN10,2026-03-02 09:56:00,2026-03-02 10:59:00,50.3,1,0,13.5,0,2
SUB00497,HH00497,followup,EN03,2026-03-08 09:30:00,2026-03-08 10:40:00,15.9,1,0,35.1,0,0
SUB00498,HH00498,followup,EN10,2026-04-13 09:09:00,2026-04-13 10:03:00,31.1,1,0,26.9,0,0
SUB00499,HH00499,followup,EN07,2026-04-08 09:53:00,2026-04-08 10:00:00,33.7,1,0,11.7,1,0
SUB00500,HH00500,followup,EN10,2026-03-07 09:43:00,2026-03-07 10:22:00,39.5,1,0,21.9,0,0
SUB00501,HH00501,followup,EN13,2026-04-07 09:44:00,2026-04-07 10:25:00,41.3,1,0,10.6,0,0
SUB00502,HH00502,followup,EN01,2026-04-09 09:52:00,2026-04-09 10:46:00,23.8,1,0,53.2,0,2
SUB00503,HH00503,followup,EN11,2026-04-04 09:43:00,2026-04-04 10:03:00,44.4,1,0,25.8,0,3
SUB00504,HH00504,followup,EN14,2026-03-18 09:56:00,2026-03-18 10:23:00,38.6,1,0,32.0,0,0
SUB00505,HH00505,followup,EN08,2026-03-22 09:21:00,2026-03-22 10:04:00,55.5,1,0,30.1,0,1
SUB00506,HH00506,followup,EN06,2026-04-10 09:46:00,2026-04-10 10:09:00,38.5,1,0,14.9,0,1
SUB00507,HH00507,followup,EN06,2026-04-14 09:53:00,2026-04-14 10:49:00,37.6,1,0,23.1,0,0
SUB00508,HH00508,followup,EN02,2026-03-10 09:41:00,2026-03-10 10:37:00,40.7,1,0,5.0,0,1
SUB00509,HH00509,followup,EN14,2026-03-06 09:24:00,2026-03-06 10:10:00,39.0,1,0,9.5,0,2
SUB00510,HH00510,followup,EN04,2026-03-25 09:48:00,2026-03-25 10:40:00,34.6,1,0,27.8,1,0
SUB00511,HH00511,followup,EN09,2026-03-05 09:40:00,2026-03-05 10:57:00,26.2,1,0,3,0,0
SUB00512,HH00512,followup,EN01,2026-03-03 09:56:00,2026-03-03 10:51:00,40.8,1,0,40.3,0,2
SUB00513,HH00513,followup,EN06,2026-03-19 09:47:00,2026-03-19 10:51:00,25.9,1,0,19.7,0,2
SUB00514,HH00514,followup,EN11,2026-03-10 09:31:00,2026-03-10 10:22:00,33.9,1,0,22.9,0,4
SUB00515,HH00515,followup,EN02,2026-04-03 09:38:00,2026-04-03 10:32:00,46.3,1,0,7.1,0,2
SUB00516,HH00516,followup,EN04,2026-03-03 09:25:00,2026-03-03 10:53:00,42.5,1,0,15.3,0,0
SUB00517,HH00517,followup,EN11,2026-03-28 09:27:00,2026-03-28 10:46:00,30.5,1,0,15.8,0,3
SUB00518,HH00518,followup,EN13,2026-03-26 09:56:00,2026-03-26 10:44:00,26.9,1,0,17.2,0,0
SUB00519,HH00519,followup,EN11,2026-03-05 09:13:00,2026-03-05 10:55:00,48.9,0,0,19.2,0,5
SUB00520,HH00520,followup,EN07,2026-03-14 09:13:00,2026-03-14 10:27:00,37.4,1,0,16.9,0,1
SUB00521,HH00521,followup,EN02,2026-03-31 09:38:00,2026-03-31 10:01:00,45.0,1,0,30.3,0,0
SUB00522,HH00522,followup,EN09,2026-03-16 09:04:00,2026-03-16 10:54:00,41.8,1,0,10.6,0,1
SUB00523,HH00523,followup,EN12,2026-03-21 09:49:00,2026-03-21 10:32:00,37.4,1,0,10.7,1,0
SUB00524,HH00524,followup,EN11,2026-04-01 09:36:00,2026-04-01 10:21:00,42.1,1,0,21.9,0,4
SUB00525,HH00525,followup,EN16,2026-03-17 09:17:00,2026-03-17 10:29:00,35.6,1,0,24.3,0,2
SUB00526,HH00526,followup,EN05,2026-03-19 09:19:00,2026-03-19 10:32:00,37.5,1,0,9.6,0,2
SUB00527,HH00527,followup,EN09,2026-03-15 09:24:00,2026-03-15 10:43:00,44.8,1,0,11.4,0,1
SUB00528,HH00528,followup,EN01,2026-03-30 09:07:00,2026-03-30 10:52:00,35.2,1,0,18.1,0,1
SUB00529,HH00529,followup,EN04,2026-04-05 09:38:00,2026-04-05 10:12:00,49.0,1,0,38.3,0,1
SUB00530,HH00530,followup,EN13,2026-03-26 09:33:00,2026-03-26 10:18:00,35.4,1,0,20.6,0,0
SUB00531,HH00531,followup,EN02,2026-03-14 09:13:00,2026-03-14 10:40:00,34.0,1,0,34.0,0,1
SUB00532,HH00532,followup,EN03,2026-03-30 09:56:00,2026-03-30 10:34:00,15.4,1,0,24.9,0,2
SUB00533,HH00533,followup,EN02,2026-03-27 09:10:00,2026-03-27 10:59:00,32.0,1,0,9.4,0,0
SUB00534,HH00534,followup,EN01,2026-03-02 09:55:00,2026-03-02 10:08:00,45.7,1,0,23.9,0,0
SUB00535,HH00535,followup,EN10,2026-04-05 09:33:00,2026-04-05 10:12:00,29.9,1,0,11.3,0,0
SUB00536,HH00536,followup,EN12,2026-04-05 09:05:00,2026-04-05 10:31:00,51.1,1,0,30.2,0,0
SUB00537,HH00537,followup,EN03,2026-04-01 09:55:00,2026-04-01 10:56:00,17.0,1,0,24.4,0,0
SUB00538,HH00538,followup,EN11,2026-03-16 09:52:00,2026-03-16 10:13:00,41.9,1,0,29.9,0,3
SUB00539,HH00539,followup,EN09,2026-03-09 09:13:00,2026-03-09 10:00:00,26.2,1,0,30.8,0,1
SUB00540,HH00540,followup,EN07,2026-03-16 09:57:00,2026-03-16 10:04:00,36.0,1,0,26.9,0,2
SUB00541,HH00541,followup,EN06,2026-04-05 09:48:00,2026-04-05 10:17:00,38.3,1,0,11.4,1,1
SUB00542,HH00542,followup,EN05,2026-04-11 09:54:00,2026-04-11 10:17:00,20.8,1,0,17.2,0,0
SUB00543,HH00543,followup,EN06,2026-03-24 09:26:00,2026-03-24 10:29:00,17.6,1,0,36.5,0,1
SUB00544,HH00544,followup,EN08,2026-04-11 09:12:00,2026-04-11 10:17:00,53.2,1,0,13.2,0,1
SUB00545,HH00545,followup,EN15,2026-03-27 09:57:00,2026-03-27 10:42:00,55.6,1,0,19.2,0,3
SUB00546,HH00546,followup,EN03,2026-03-31 09:27:00,2026-03-31 10:40:00,12.4,1,0,18.5,0,2
SUB00547,HH00547,followup,EN14,2026-03-16 09:47:00,2026-03-16 10:17:00,23.8,1,0,3,0,0
SUB00548,HH00548,followup,EN11,2026-04-03 09:04:00,2026-04-03 10:42:00,36.8,1,0,33.9,0,4
SUB00549,HH00549,followup,EN10,2026-04-02 09:58:00,2026-04-02 10:31:00,49.6,1,0,9.7,0,0
SUB00550,HH00550,followup,EN04,2026-03-14 09:28:00,2026-03-14 10:16:00,33.5,1,0,12.4,0,0
SUB00551,HH00551,followup,EN08,2026-03-29 09:35:00,2026-03-29 10:51:00,54.7,1,0,6.2,0,2
SUB00552,HH00552,followup,EN09,2026-04-11 09:19:00,2026-04-11 10:33:00,33.3,1,0,22.8,1,1
SUB00553,HH00553,followup,EN03,2026-04-09 09:36:00,2026-04-09 10:10:00,17.6,1,0,21.7,0,2
SUB00554,HH00554,followup,EN16,2026-03-01 09:53:00,2026-03-01 10:07:00,43.6,1,0,7.9,0,2
SUB00555,HH00555,followup,EN08,2026-03-16 09:23:00,2026-03-16 10:15:00,39.7,1,0,9.6,0,0
SUB00556,HH00556,followup,EN13,2026-04-13 09:33:00,2026-04-13 10:06:00,56.3,1,0,3,0,1
SUB00557,HH00557,followup,EN07,2026-03-21 09:24:00,2026-03-21 10:34:00,29.6,1,0,10.8,0,2
SUB00558,HH00558,followup,EN04,2026-03-10 09:58:00,2026-03-10 10:34:00,37.3,1,0,9.1,1,1
SUB00559,HH00559,followup,EN10,2026-03-09 09:19:00,2026-03-09 10:27:00,52.5,1,0,19.4,0,1
SUB00560,HH00560,followup,EN12,2026-03-21 09:50:00,2026-03-21 10:53:00,39.3,1,0,13.3,0,1
SUB00561,HH00561,followup,EN05,2026-03-26 09:41:00,2026-03-26 10:22:00,44.5,1,0,4.5,0,0
SUB00562,HH00562,followup,EN07,2026-03-24 09:10:00,2026-03-24 10:34:00,38.4,0,0,15.3,0,0
SUB00563,HH00563,followup,EN12,2026-03-08 09:02:00,2026-03-08 10:54:00,42.2,1,0,15.4,1,1
SUB00564,HH00564,followup,EN15,2026-04-02 09:30:00,2026-04-02 10:50:00,39.1,0,1,5.5,0,0
SUB00565,HH00565,followup,EN13,2026-04-02 09:10:00,2026-04-02 10:27:00,44.4,1,0,8.6,0,0
SUB00566,HH00566,followup,EN10,2026-03-10 09:32:00,2026-03-10 10:53:00,39.7,1,0,15.1,0,1
SUB00567,HH00567,followup,EN07,2026-03-06 09:22:00,2026-03-06 10:02:00,34.0,1,0,23.9,0,2
SUB00568,HH00568,followup,EN06,2026-03-09 09:32:00,2026-03-09 10:27:00,42.1,1,0,23.3,0,1
SUB00569,HH00569,followup,EN06,2026-03-25 09:21:00,2026-03-25 10:22:00,34.7,1,0,7.0,0,1
SUB00570,HH00570,followup,EN10,2026-03-08 09:25:00,2026-03-08 10:33:00,38.1,1,0,11.4,0,0
SUB00571,HH00571,followup,EN05,2026-03-30 09:31:00,2026-03-30 10:33:00,34.6,1,0,22.9,0,2
SUB00572,HH00572,followup,EN02,2026-04-01 09:58:00,2026-04-01 10:59:00,25.1,1,0,29.1,0,0
SUB00573,HH00573,followup,EN08,2026-03-05 09:08:00,2026-03-05 10:12:00,51.1,1,0,7.9,0,1
SUB00574,HH00574,followup,EN11,2026-03-16 09:02:00,2026-03-16 10:27:00,32.4,1,0,19.3,0,3
SUB00575,HH00575,followup,EN04,2026-03-05 09:17:00,2026-03-05 10:38:00,33.8,1,0,23.4,0,0
SUB00576,HH00576,followup,EN05,2026-03-04 09:22:00,2026-03-04 10:43:00,36.4,1,0,25.0,0,3
SUB00577,HH00577,followup,EN09,2026-03-25 09:21:00,2026-03-25 10:23:00,43.1,1,0,12.5,0,0
SUB00578,HH00578,followup,EN01,2026-03-23 09:03:00,2026-03-23 10:38:00,37.3,1,0,21.3,0,1
SUB00579,HH00579,followup,EN12,2026-03-26 09:41:00,2026-03-26 10:16:00,30.4,1,0,19.3,0,1
SUB00580,HH00580,followup,EN12,2026-03-04 09:49:00,2026-03-04 10:29:00,31.5,1,0,20.0,0,1
SUB00581,HH00581,followup,EN10,2026-04-12 09:55:00,2026-04-12 10:04:00,26.4,1,0,9.9,0,2
SUB00582,HH00582,followup,EN12,2026-04-03 09:45:00,2026-04-03 10:00:00,23.2,1,0,29.2,0,0
SUB00583,HH00583,followup,EN11,2026-03-24 09:50:00,2026-03-24 10:38:00,53.7,1,0,37.2,0,3
SUB00584,HH00584,followup,EN04,2026-03-19 09:24:00,2026-03-19 10:15:00,33.0,1,0,16.6,0,2
SUB00585,HH00585,followup,EN04,2026-03-21 09:25:00,2026-03-21 10:21:00,47.7,1,0,22.8,0,0
SUB00586,HH00586,followup,EN16,2026-04-03 09:02:00,2026-04-03 10:52:00,26.8,1,0,5.2,0,0
SUB00587,HH00587,followup,EN06,2026-03-02 09:49:00,2026-03-02 10:08:00,25.5,1,0,18.2,0,1
SUB00588,HH00588,followup,EN04,2026-04-05 09:00:00,2026-04-05 10:43:00,52.7,0,0,12.0,0,1
SUB00589,HH00589,followup,EN11,2026-03-01 09:14:00,2026-03-01 10:57:00,25.7,1,0,32.3,0,3
SUB00590,HH00590,followup,EN04,2026-03-06 09:14:00,2026-03-06 10:22:00,39.8,1,0,24.9,0,2
SUB00591,HH00591,followup,EN12,2026-03-12 09:32:00,2026-03-12 10:29:00,40.2,1,0,14.2,0,2
SUB00592,HH00592,followup,EN07,2026-03-16 09:16:00,2026-03-16 10:09:00,34.1,1,0,15.5,0,2
SUB00593,HH00593,followup,EN07,2026-04-07 09:16:00,2026-04-07 10:38:00,37.6,1,0,6.8,0,0
SUB00594,HH00594,followup,EN12,2026-03-10 09:35:00,2026-03-10 10:01:00,22.4,1,0,22.5,0,0
SUB00595,HH00595,followup,EN11,2026-03-05 09:40:00,2026-03-05 10:32:00,35.2,0,1,29.1,1,3
SUB00596,HH00596,followup,EN10,2026-03-11 09:26:00,2026-03-11 10:25:00,42.3,0,1,8.6,0,0
SUB00597,HH00597,followup,EN08,2026-03-28 09:33:00,2026-03-28 10:04:00,41.2,1,0,19.2,0,0
SUB00598,HH00598,followup,EN15,2026-03-15 09:50:00,2026-03-15 10:06:00,23.4,1,0,17.1,0,2
SUB00599,HH00599,followup,EN05,2026-03-18 09:06:00,2026-03-18 10:05:00,28.1,1,0,33.4,0,0
SUB00600,HH00600,followup,EN07,2026-03-18 09:05:00,2026-03-18 10:32:00,45.2,1,0,13.4,1,1
SUB00601,HH00601,followup,EN11,2026-04-04 09:59:00,2026-04-04 10:48:00,45.6,1,0,17.4,0,4
SUB00602,HH00602,followup,EN11,2026-03-13 09:08:00,2026-03-13 10:27:00,31.3,1,0,7.7,0,5
SUB00603,HH00603,followup,EN03,2026-03-30 09:53:00,2026-03-30 10:25:00,15.5,1,0,29.5,0,1
SUB00604,HH00604,followup,EN01,2026-03-11 09:21:00,2026-03-11 10:46:00,46.4,1,0,3,0,1
SUB00605,HH00605,followup,EN13,2026-04-02 09:26:00,2026-04-02 10:18:00,33.5,1,0,16.5,0,0
SUB00606,HH00606,followup,EN13,2026-03-11 09:08:00,2026-03-11 10:15:00,37.2,1,0,26.1,0,2
SUB00607,HH00607,followup,EN07,2026-03-25 09:26:00,2026-03-25 10:31:00,41.8,1,0,30.8,0,0
SUB00608,HH00608,followup,EN13,2026-04-11 09:08:00,2026-04-11 10:14:00,33.3,1,0,4.6,0,1
SUB00609,HH00609,followup,EN15,2026-03-24 09:07:00,2026-03-24 10:26:00,24.8,1,0,3,0,0
SUB00610,HH00610,followup,EN03,2026-03-10 09:28:00,2026-03-10 10:20:00,20.6,0,1,6.6,0,1
SUB00611,HH00611,followup,EN16,2026-03-10 09:08:00,2026-03-10 10:41:00,28.2,1,0,13.5,0,0
SUB00612,HH00612,followup,EN03,2026-03-12 09:49:00,2026-03-12 10:39:00,13.1,1,0,8.1,0,1
SUB00613,HH00613,followup,EN14,2026-03-22 09:59:00,2026-03-22 10:33:00,37.9,1,0,28.5,0,1
SUB00614,HH00614,followup,EN14,2026-03-14 09:59:00,2026-03-14 10:06:00,47.0,1,0,31.1,0,2
SUB00615,HH00615,followup,EN03,2026-03-16 09:29:00,2026-03-16 10:22:00,9.3,1,0,11.4,0,2
SUB00616,HH00616,followup,EN01,2026-03-16 09:36:00,2026-03-16 10:50:00,33.3,1,0,12.8,0,1
SUB00617,HH00617,followup,EN05,2026-03-03 09:55:00,2026-03-03 10:20:00,47.6,1,0,20.5,0,1
SUB00618,HH00618,followup,EN01,2026-03-28 09:46:00,2026-03-28 10:10:00,19.6,1,0,29.7,0,1
SUB00619,HH00619,followup,EN13,2026-04-08 09:27:00,2026-04-08 10:48:00,42.8,1,0,10.0,0,0
SUB00620,HH00620,followup,EN08,2026-03-16 09:06:00,2026-03-16 10:23:00,38.8,1,0,39.4,0,0
SUB00621,HH00621,followup,EN05,2026-04-02 09:07:00,2026-04-02 10:44:00,8,1,0,11.4,0,0
SUB00622,HH00622,followup,EN03,2026-03-29 09:59:00,2026-03-29 10:26:00,17.8,1,0,24.7,0,1
SUB00623,HH00623,followup,EN06,2026-03-13 09:07:00,2026-03-13 10:18:00,35.0,1,0,16.7,0,0
SUB00624,HH00624,followup,EN12,2026-04-07 09:16:00,2026-04-07 10:45:00,46.0,0,0,10.6,0,0
SUB00625,HH00625,followup,EN06,2026-04-02 09:15:00,2026-04-02 10:49:00,33.3,1,0,4.8,0,1
SUB00626,HH00626,followup,EN07,2026-03-10 09:42:00,2026-03-10 10:02:00,29.6,1,0,5.7,0,2
SUB00627,HH00627,followup,EN09,2026-04-06 09:02:00,2026-04-06 10:32:00,34.4,1,0,22.9,0,0
SUB00628,HH00628,followup,EN03,2026-03-02 09:45:00,2026-03-02 10:17:00,20.3,1,0,11.6,0,0
SUB00629,HH00629,followup,EN01,2026-03-20 09:12:00,2026-03-20 10:07:00,37.9,0,0,11.1,0,2
SUB00630,HH00630,followup,EN16,2026-03-20 09:35:00,2026-03-20 10:40:00,41.7,1,0,25.2,0,2
SUB00631,HH00631,followup,EN06,2026-03-05 09:48:00,2026-03-05 10:50:00,37.9,1,0,18.5,0,0
SUB00632,HH00632,followup,EN05,2026-03-06 09:58:00,2026-03-06 10:53:00,53.3,1,0,4.0,0,1
SUB00633,HH00633,followup,EN04,2026-03-05 09:56:00,2026-03-05 10:28:00,45.1,1,0,12.1,0,1
SUB00634,HH00634,followup,EN05,2026-03-26 09:50:00,2026-03-26 10:06:00,33.9,1,0,3,0,1
SUB00635,HH00635,followup,EN10,2026-03-22 09:27:00,2026-03-22 10:48:00,67.8,0,0,13.5,0,0
SUB00636,HH00636,followup,EN04,2026-03-06 09:26:00,2026-03-06 10:42:00,37.2,1,0,6.1,0,2
SUB00637,HH00637,followup,EN05,2026-04-05 09:35:00,2026-04-05 10:47:00,32.0,1,0,21.0,0,1
SUB00638,HH00638,followup,EN10,2026-03-14 09:57:00,2026-03-14 10:47:00,40.1,0,0,33.0,0,1
SUB00639,HH00639,followup,EN10,2026-03-20 09:42:00,2026-03-20 10:38:00,33.9,1,0,16.3,0,2
SUB00640,HH00640,followup,EN08,2026-03-30 09:53:00,2026-03-30 10:09:00,37.7,1,0,14.8,0,0
SUB00641,HH00641,followup,EN13,2026-04-13 09:04:00,2026-04-13 10:48:00,38.7,1,0,7.9,0,0
SUB00642,HH00642,followup,EN03,2026-04-04 09:16:00,2026-04-04 10:14:00,23.0,1,0,15.1,0,0
SUB00643,HH00643,followup,EN03,2026-04-01 09:23:00,2026-04-01 10:49:00,20.3,1,0,34.5,0,2
SUB00644,HH00644,followup,EN04,2026-03-18 09:37:00,2026-03-18 10:31:00,52.2,1,0,24.0,0,0
SUB00645,HH00645,followup,EN15,2026-03-17 09:14:00,2026-03-17 10:31:00,41.0,1,0,6.8,0,1
SUB00646,HH00646,followup,EN14,2026-04-13 09:46:00,2026-04-13 10:40:00,25.0,1,0,3,0,1
SUB00647,HH00647,followup,EN09,2026-03-27 09:25:00,2026-03-27 10:47:00,29.3,1,0,3,0,0
SUB00648,HH00648,followup,EN09,2026-03-20 09:07:00,2026-03-20 10:49:00,36.1,1,0,13.5,0,0
SUB00649,HH00649,followup,EN08,2026-03-25 09:15:00,2026-03-25 10:24:00,22.8,1,0,31.7,0,0
SUB00650,HH00650,followup,EN12,2026-04-06 09:21:00,2026-04-06 10:38:00,31.2,1,0,14.2,0,0
SUB00651,HH00651,followup,EN14,2026-03-18 09:23:00,2026-03-18 10:21:00,37.9,1,0,14.7,0,0
SUB00652,HH00652,followup,EN13,2026-03-30 09:54:00,2026-03-30 10:45:00,38.2,1,0,35.0,0,1
SUB00653,HH00653,followup,EN07,2026-03-12 09:55:00,2026-03-12 10:45:00,32.9,1,0,19.5,0,1
SUB00654,HH00654,followup,EN02,2026-04-08 09:17:00,2026-04-08 10:31:00,48.4,1,0,27.1,0,0
SUB00655,HH00655,followup,EN07,2026-03-21 09:13:00,2026-03-21 10:00:00,42.5,1,0,12.7,0,1
SUB00656,HH00656,followup,EN12,2026-03-28 09:34:00,2026-03-28 10:50:00,44.5,1,0,19.9,0,1
SUB00657,HH00657,followup,EN09,2026-03-18 09:51:00,2026-03-18 10:31:00,33.3,1,0,24.2,0,0
SUB00658,HH00658,followup,EN12,2026-03-28 09:26:00,2026-03-28 10:58:00,46.1,1,0,6.7,0,0
SUB00659,HH00659,followup,EN06,2026-03-28 09:41:00,2026-03-28 10:06:00,56.5,1,0,8.8,1,0
SUB00660,HH00660,followup,EN04,2026-03-04 09:43:00,2026-03-04 10:35:00,34.7,1,0,15.9,0,0
SUB00661,HH00661,followup,EN01,2026-03-04 09:25:00,2026-03-04 10:40:00,48.5,1,0,3,0,0
SUB00662,HH00662,followup,EN11,2026-03-28 09:14:00,2026-03-28 10:06:00,40.5,1,0,30.4,0,5
SUB00663,HH00663,followup,EN03,2026-03-24 09:37:00,2026-03-24 10:46:00,17.9,1,0,3,0,1
SUB00664,HH00664,followup,EN05,2026-03-14 09:32:00,2026-03-14 10:00:00,32.2,1,0,24.1,0,1
SUB00665,HH00665,followup,EN05,2026-04-09 09:22:00,2026-04-09 10:20:00,24.3,1,0,10.4,0,0
SUB00666,HH00666,followup,EN13,2026-03-07 09:13:00,2026-03-07 10:01:00,33.9,1,0,16.4,0,1
SUB00667,HH00667,followup,EN11,2026-03-08 09:34:00,2026-03-08 10:04:00,28.5,1,0,30.1,0,4
SUB00668,HH00668,followup,EN09,2026-03-15 09:54:00,2026-03-15 10:51:00,28.1,1,0,22.7,0,3
SUB00669,HH00669,followup,EN06,2026-04-08 09:20:00,2026-04-08 10:52:00,49.4,1,0,30.5,0,1
SUB00670,HH00670,followup,EN13,2026-04-07 09:03:00,2026-04-07 10:01:00,34.8,0,0,3,0,0
SUB00671,HH00671,followup,EN16,2026-03-25 09:35:00,2026-03-25 10:01:00,28.7,1,0,3.2,0,1
SUB00672,HH00672,followup,EN03,2026-03-27 09:02:00,2026-03-27 10:34:00,18.1,1,0,22.6,0,1
SUB00673,HH00673,followup,EN13,2026-03-27 09:31:00,2026-03-27 10:47:00,31.2,1,0,39.1,0,0
SUB00674,HH00674,followup,EN09,2026-03-04 09:37:00,2026-03-04 10:38:00,22.9,1,0,3,0,0
SUB00675,HH00675,followup,EN04,2026-04-07 09:52:00,2026-04-07 10:56:00,10.5,1,0,11.2,0,1
SUB00676,HH00676,followup,EN07,2026-03-21 09:04:00,2026-03-21 10:02:00,51.5,1,0,23.2,0,0
SUB00677,HH00677,followup,EN16,2026-03-31 09:28:00,2026-03-31 10:12:00,50.7,1,0,6.8,0,1
SUB00678,HH00678,followup,EN12,2026-03-26 09:05:00,2026-03-26 10:54:00,25.6,1,0,7.5,0,0
SUB00679,HH00679,followup,EN04,2026-03-21 09:29:00,2026-03-21 10:50:00,19.1,1,0,22.6,0,2
SUB00680,HH00680,followup,EN04,2026-03-13 09:55:00,2026-03-13 10:22:00,37.0,1,0,3,0,0
SUB00681,HH00681,followup,EN09,2026-03-07 09:20:00,2026-03-07 10:58:00,28.6,1,0,10.5,0,2
SUB00682,HH00682,followup,EN09,2026-04-14 09:46:00,2026-04-14 10:02:00,30.1,1,0,19.2,0,0
SUB00683,HH00683,followup,EN15,2026-03-15 09:22:00,2026-03-15 10:50:00,38.8,0,0,35.1,0,0
SUB00684,HH00684,followup,EN04,2026-03-31 09:36:00,2026-03-31 10:59:00,40.1,1,0,32.7,0,1
SUB00685,HH00685,followup,EN10,2026-03-03 09:14:00,2026-03-03 10:02:00,47.1,1,0,7.1,0,1
SUB00686,HH00686,followup,EN16,2026-03-19 09:57:00,2026-03-19 10:46:00,38.9,1,0,26.6,0,1
SUB00687,HH00687,followup,EN11,2026-04-12 09:17:00,2026-04-12 10:55:00,54.5,1,0,4.5,0,2
SUB00688,HH00688,followup,EN16,2026-03-05 09:44:00,2026-03-05 10:36:00,43.9,1,0,21.7,0,2
SUB00689,HH00689,followup,EN03,2026-04-01 09:15:00,2026-04-01 10:48:00,13.4,1,0,28.8,0,1
SUB00690,HH00690,followup,EN05,2026-03-18 09:04:00,2026-03-18 10:05:00,42.0,1,0,10.6,0,0
SUB00691,HH00691,followup,EN14,2026-03-24 09:47:00,2026-03-24 10:49:00,43.2,1,0,33.0,0,1
SUB00692,HH00692,followup,EN07,2026-03-22 09:05:00,2026-03-22 10:15:00,41.3,1,0,31.0,0,1
SUB00693,HH00693,followup,EN10,2026-03-02 09:45:00,2026-03-02 10:06:00,34.3,1,0,34.7,0,0
SUB00694,HH00694,followup,EN15,2026-03-06 09:31:00,2026-03-06 10:18:00,45.7,0,1,13.8,0,0
SUB00695,HH00695,followup,EN12,2026-03-17 09:29:00,2026-03-17 10:33:00,37.1,1,0,12.7,0,0
