hhid,payment_cycle,scheduled_date,actual_date,provider,transfer_amount_expected,transfer_amount_paid,failed_payment,failure_reason
HH00567,3,2025-10-29,2025-11-03,PostBank,65,65,0,
HH00567,4,2025-12-28,2025-12-29,PostBank,65,65,0,
HH00568,1,2025-07-01,,LumoraPay,0,0,0,
HH00568,2,2025-08-30,,LumoraPay,0,0,0,
HH00568,3,2025-10-29,,LumoraPay,0,0,0,
HH00568,4,2025-12-28,,LumoraPay,0,0,0,
HH00569,1,2025-07-01,,LumoraPay,65,0,1,inactive account
HH00569,2,2025-08-30,,LumoraPay,65,0,1,inactive account
HH00569,3,2025-10-29,,LumoraPay,65,0,1,provider outage
HH00569,4,2025-12-28,2026-01-01,LumoraPay,65,65,0,
HH00570,1,2025-07-01,2025-07-02,LumoraPay,65,65,0,
HH00570,2,2025-08-30,2025-09-05,LumoraPay,65,65,0,
HH00570,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00570,4,2025-12-28,2026-01-04,LumoraPay,65,65,0,
HH00571,1,2025-07-01,2025-07-03,MobileCash,65,65,0,
HH00571,2,2025-08-30,2025-09-11,MobileCash,65,65,0,
HH00571,3,2025-10-29,2025-11-03,MobileCash,65,65,0,
HH00571,4,2025-12-28,2025-12-31,MobileCash,65,65,0,
HH00572,1,2025-07-01,2025-07-08,LumoraPay,65,65,0,
HH00572,2,2025-08-30,2025-09-02,LumoraPay,65,65,0,
HH00572,3,2025-10-29,2025-11-04,LumoraPay,65,65,0,
HH00572,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00573,1,2025-07-01,,MobileCash,0,0,0,
HH00573,2,2025-08-30,,MobileCash,0,0,0,
HH00573,3,2025-10-29,,MobileCash,0,0,0,
HH00573,4,2025-12-28,,MobileCash,0,0,0,
HH00574,1,2025-07-01,,PostBank,0,0,0,
HH00574,2,2025-08-30,,PostBank,0,0,0,
HH00574,3,2025-10-29,,PostBank,0,0,0,
HH00574,4,2025-12-28,,PostBank,0,0,0,
HH00575,1,2025-07-01,2025-07-08,MobileCash,65,65,0,
HH00575,2,2025-08-30,2025-08-31,MobileCash,65,65,0,
HH00575,3,2025-10-29,2025-11-07,MobileCash,65,65,0,
HH00575,4,2025-12-28,2026-01-03,MobileCash,65,65,0,
HH00576,1,2025-07-01,2025-07-06,LumoraPay,65,65,0,
HH00576,2,2025-08-30,2025-09-07,LumoraPay,65,65,0,
HH00576,3,2025-10-29,2025-11-02,LumoraPay,65,65,0,
HH00576,4,2025-12-28,2026-01-09,LumoraPay,65,65,0,
HH00577,1,2025-07-01,,LumoraPay,0,0,0,
HH00577,2,2025-08-30,,LumoraPay,0,0,0,
HH00577,3,2025-10-29,,LumoraPay,0,0,0,
HH00577,4,2025-12-28,,LumoraPay,0,0,0,
HH00578,1,2025-07-01,2025-07-01,LumoraPay,65,65,0,
HH00578,2,2025-08-30,2025-09-03,LumoraPay,65,65,0,
HH00578,3,2025-10-29,2025-11-02,LumoraPay,65,65,0,
HH00578,4,2025-12-28,2026-01-03,LumoraPay,65,65,0,
HH00579,1,2025-07-01,2025-07-05,LumoraPay,65,65,0,
HH00579,2,2025-08-30,2025-09-04,LumoraPay,65,65,0,
HH00579,3,2025-10-29,2025-10-31,LumoraPay,65,65,0,
HH00579,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00580,1,2025-07-01,2025-07-05,MobileCash,65,65,0,
HH00580,2,2025-08-30,2025-09-08,MobileCash,65,65,0,
HH00580,3,2025-10-29,2025-11-05,MobileCash,65,65,0,
HH00580,4,2025-12-28,2026-01-02,MobileCash,65,65,0,
HH00581,1,2025-07-01,2025-07-03,LumoraPay,65,65,0,
HH00581,2,2025-08-30,2025-09-06,LumoraPay,65,65,0,
HH00581,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00581,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00582,1,2025-07-01,2025-07-09,LumoraPay,65,65,0,
HH00582,2,2025-08-30,2025-08-31,LumoraPay,65,65,0,
HH00582,3,2025-10-29,2025-11-03,LumoraPay,65,65,0,
HH00582,4,2025-12-28,2026-01-01,LumoraPay,65,65,0,
HH00583,1,2025-07-01,2025-07-03,LumoraPay,65,65,0,
HH00583,2,2025-08-30,,LumoraPay,65,0,1,provider outage
HH00583,3,2025-10-29,2025-10-31,LumoraPay,65,65,0,
HH00583,4,2025-12-28,2025-12-28,LumoraPay,65,65,0,
HH00584,1,2025-07-01,,LumoraPay,0,0,0,
HH00584,2,2025-08-30,,LumoraPay,0,0,0,
HH00584,3,2025-10-29,,LumoraPay,0,0,0,
HH00584,4,2025-12-28,,LumoraPay,0,0,0,
HH00585,1,2025-07-01,,PostBank,0,0,0,
HH00585,2,2025-08-30,,PostBank,0,0,0,
HH00585,3,2025-10-29,,PostBank,0,0,0,
HH00585,4,2025-12-28,,PostBank,0,0,0,
HH00586,1,2025-07-01,2025-07-01,LumoraPay,65,65,0,
HH00586,2,2025-08-30,2025-09-05,LumoraPay,65,65,0,
HH00586,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00586,4,2025-12-28,,LumoraPay,65,0,1,provider outage
HH00587,1,2025-07-01,,LumoraPay,0,0,0,
HH00587,2,2025-08-30,,LumoraPay,0,0,0,
HH00587,3,2025-10-29,,LumoraPay,0,0,0,
HH00587,4,2025-12-28,2026-01-03,LumoraPay,0,65,0,
HH00588,1,2025-07-01,2025-07-06,MobileCash,65,65,0,
HH00588,2,2025-08-30,2025-09-01,MobileCash,65,65,0,
HH00588,3,2025-10-29,2025-11-06,MobileCash,65,65,0,
HH00588,4,2025-12-28,2026-01-04,MobileCash,65,65,0,
HH00589,1,2025-07-01,2025-07-01,LumoraPay,65,65,0,
HH00589,2,2025-08-30,2025-09-04,LumoraPay,65,65,0,
HH00589,3,2025-10-29,2025-10-31,LumoraPay,65,65,0,
HH00589,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00590,1,2025-07-01,2025-07-06,PostBank,65,65,0,
HH00590,2,2025-08-30,2025-09-05,PostBank,65,65,0,
HH00590,3,2025-10-29,2025-10-31,PostBank,65,65,0,
HH00590,4,2025-12-28,2026-01-05,PostBank,65,65,0,
HH00591,1,2025-07-01,,LumoraPay,0,0,0,
HH00591,2,2025-08-30,,LumoraPay,0,0,0,
HH00591,3,2025-10-29,,LumoraPay,0,0,0,
HH00591,4,2025-12-28,,LumoraPay,0,0,0,
HH00592,1,2025-07-01,,MobileCash,0,0,0,
HH00592,2,2025-08-30,,MobileCash,0,0,0,
HH00592,3,2025-10-29,,MobileCash,0,0,0,
HH00592,4,2025-12-28,,MobileCash,0,0,0,
HH00593,1,2025-07-01,,LumoraPay,0,0,0,
HH00593,2,2025-08-30,,LumoraPay,0,0,0,
HH00593,3,2025-10-29,,LumoraPay,0,0,0,
HH00593,4,2025-12-28,,LumoraPay,0,0,0,
HH00594,1,2025-07-01,2025-07-01,PostBank,65,65,0,
HH00594,2,2025-08-30,2025-09-08,PostBank,65,65,0,
HH00594,3,2025-10-29,2025-11-04,PostBank,65,65,0,
HH00594,4,2025-12-28,2026-01-06,PostBank,65,65,0,
HH00595,1,2025-07-01,2025-07-09,LumoraPay,65,65,0,
HH00595,2,2025-08-30,2025-09-03,LumoraPay,65,65,0,
HH00595,3,2025-10-29,2025-11-04,LumoraPay,65,65,0,
HH00595,4,2025-12-28,2025-12-30,LumoraPay,65,65,0,
HH00596,1,2025-07-01,2025-07-01,PostBank,65,65,0,
HH00596,2,2025-08-30,2025-08-30,PostBank,65,65,0,
HH00596,3,2025-10-29,2025-11-04,PostBank,65,65,0,
HH00596,4,2025-12-28,2025-12-29,PostBank,65,65,0,
HH00597,1,2025-07-01,,PostBank,0,0,0,
HH00597,2,2025-08-30,,PostBank,0,0,0,
HH00597,3,2025-10-29,,PostBank,0,0,0,
HH00597,4,2025-12-28,,PostBank,0,0,0,
HH00598,1,2025-07-01,,LumoraPay,0,0,0,
HH00598,2,2025-08-30,,LumoraPay,0,0,0,
HH00598,3,2025-10-29,,LumoraPay,0,0,0,
HH00598,4,2025-12-28,,LumoraPay,0,0,0,
HH00599,1,2025-07-01,2025-07-01,PostBank,65,65,0,
HH00599,2,2025-08-30,2025-09-03,PostBank,65,65,0,
HH00599,3,2025-10-29,2025-10-30,PostBank,65,65,0,
HH00599,4,2025-12-28,2025-12-30,PostBank,65,65,0,
HH00600,1,2025-07-01,,MobileCash,0,0,0,
HH00600,2,2025-08-30,,MobileCash,0,0,0,
HH00600,3,2025-10-29,,MobileCash,0,0,0,
HH00600,4,2025-12-28,,MobileCash,0,0,0,
HH00601,1,2025-07-01,,MobileCash,0,0,0,
HH00601,2,2025-08-30,,MobileCash,0,0,0,
HH00601,3,2025-10-29,,MobileCash,0,0,0,
HH00601,4,2025-12-28,,MobileCash,0,0,0,
HH00602,1,2025-07-01,2025-07-03,MobileCash,65,65,0,
HH00602,2,2025-08-30,2025-09-07,MobileCash,65,65,0,
HH00602,3,2025-10-29,2025-11-13,MobileCash,65,65,0,
HH00602,4,2025-12-28,2026-01-01,MobileCash,65,65,0,
HH00603,1,2025-07-01,2025-07-03,MobileCash,65,65,0,
HH00603,2,2025-08-30,2025-09-08,MobileCash,65,65,0,
HH00603,3,2025-10-29,2025-11-05,MobileCash,65,55,0,
HH00603,4,2025-12-28,2026-01-01,MobileCash,65,65,0,
HH00604,1,2025-07-01,2025-07-08,LumoraPay,65,65,0,
HH00604,2,2025-08-30,2025-09-04,LumoraPay,65,65,0,
HH00604,3,2025-10-29,2025-11-01,LumoraPay,65,65,0,
HH00604,4,2025-12-28,2025-12-28,LumoraPay,65,65,0,
HH00605,1,2025-07-01,2025-07-12,MobileCash,65,65,0,
HH00605,2,2025-08-30,2025-09-06,MobileCash,65,65,0,
HH00605,3,2025-10-29,2025-11-03,MobileCash,65,65,0,
HH00605,4,2025-12-28,2026-01-07,MobileCash,65,65,0,
HH00606,1,2025-07-01,2025-07-09,LumoraPay,65,65,0,
HH00606,2,2025-08-30,2025-09-02,LumoraPay,65,65,0,
HH00606,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00606,4,2025-12-28,2026-01-02,LumoraPay,65,65,0,
HH00607,1,2025-07-01,2025-07-01,LumoraPay,65,65,0,
HH00607,2,2025-08-30,2025-09-07,LumoraPay,65,65,0,
HH00607,3,2025-10-29,2025-11-01,LumoraPay,65,65,0,
HH00607,4,2025-12-28,2025-12-30,LumoraPay,65,65,0,
HH00608,1,2025-07-01,2025-07-01,PostBank,65,65,0,
HH00608,2,2025-08-30,2025-09-02,PostBank,65,65,0,
HH00608,3,2025-10-29,2025-11-06,PostBank,65,65,0,
HH00608,4,2025-12-28,2025-12-29,PostBank,65,65,0,
HH00609,1,2025-07-01,2025-07-06,MobileCash,65,65,0,
HH00609,2,2025-08-30,2025-09-02,MobileCash,65,65,0,
HH00609,3,2025-10-29,2025-11-11,MobileCash,65,65,0,
HH00609,4,2025-12-28,2026-01-10,MobileCash,65,65,0,
HH00610,1,2025-07-01,2025-07-01,PostBank,65,65,0,
HH00610,2,2025-08-30,2025-09-06,PostBank,65,65,0,
HH00610,3,2025-10-29,2025-10-29,PostBank,65,65,0,
HH00610,4,2025-12-28,2025-12-30,PostBank,65,65,0,
HH00611,1,2025-07-01,,LumoraPay,0,0,0,
HH00611,2,2025-08-30,,LumoraPay,0,0,0,
HH00611,3,2025-10-29,,LumoraPay,0,0,0,
HH00611,4,2025-12-28,,LumoraPay,0,0,0,
HH00612,1,2025-07-01,,PostBank,0,0,0,
HH00612,2,2025-08-30,,PostBank,0,0,0,
HH00612,3,2025-10-29,,PostBank,0,0,0,
HH00612,4,2025-12-28,,PostBank,0,0,0,
HH00613,1,2025-07-01,,MobileCash,0,0,0,
HH00613,2,2025-08-30,,MobileCash,0,0,0,
HH00613,3,2025-10-29,,MobileCash,0,0,0,
HH00613,4,2025-12-28,,MobileCash,0,0,0,
HH00614,1,2025-07-01,2025-07-09,LumoraPay,65,65,0,
HH00614,2,2025-08-30,2025-08-31,LumoraPay,65,65,0,
HH00614,3,2025-10-29,2025-10-30,LumoraPay,65,65,0,
HH00614,4,2025-12-28,2025-12-28,LumoraPay,65,65,0,
HH00615,1,2025-07-01,,LumoraPay,0,0,0,
HH00615,2,2025-08-30,,LumoraPay,0,0,0,
HH00615,3,2025-10-29,,LumoraPay,0,0,0,
HH00615,4,2025-12-28,,LumoraPay,0,0,0,
HH00616,1,2025-07-01,,LumoraPay,65,0,1,provider outage
HH00616,2,2025-08-30,2025-08-30,LumoraPay,65,65,0,
HH00616,3,2025-10-29,2025-10-31,LumoraPay,65,65,0,
HH00616,4,2025-12-28,2026-01-01,LumoraPay,65,65,0,
HH00617,1,2025-07-01,2025-07-07,LumoraPay,65,65,0,
HH00617,2,2025-08-30,2025-08-31,LumoraPay,65,65,0,
HH00617,3,2025-10-29,2025-11-04,LumoraPay,65,65,0,
HH00617,4,2025-12-28,2025-12-29,LumoraPay,65,65,0,
HH00618,1,2025-07-01,2025-07-03,MobileCash,65,65,0,
HH00618,2,2025-08-30,2025-09-03,MobileCash,65,65,0,
HH00618,3,2025-10-29,2025-10-30,MobileCash,65,55,0,
HH00618,4,2025-12-28,2026-01-09,MobileCash,65,65,0,
HH00619,1,2025-07-01,2025-07-02,MobileCash,65,65,0,
HH00619,2,2025-08-30,2025-08-30,MobileCash,65,65,0,
HH00619,3,2025-10-29,2025-11-07,MobileCash,65,65,0,
HH00619,4,2025-12-28,2026-01-14,MobileCash,65,65,0,
HH00620,1,2025-07-01,,LumoraPay,65,0,1,missing national id
HH00620,2,2025-08-30,,LumoraPay,65,0,1,inactive account
HH00620,3,2025-10-29,2025-11-02,LumoraPay,65,65,0,
HH00620,4,2025-12-28,2026-01-05,LumoraPay,65,65,0,
HH00621,1,2025-07-01,,MobileCash,0,0,0,
HH00621,2,2025-08-30,,MobileCash,0,0,0,
HH00621,3,2025-10-29,,MobileCash,0,0,0,
HH00621,4,2025-12-28,,MobileCash,0,0,0,
HH00622,1,2025-07-01,,PostBank,0,0,0,
HH00622,2,2025-08-30,,PostBank,0,0,0,
HH00622,3,2025-10-29,,PostBank,0,0,0,
HH00622,4,2025-12-28,,PostBank,0,0,0,
HH00623,1,2025-07-01,,MobileCash,0,0,0,
HH00623,2,2025-08-30,,MobileCash,0,0,0,
HH00623,3,2025-10-29,,MobileCash,0,0,0,
HH00623,4,2025-12-28,,MobileCash,0,0,0,
HH00624,1,2025-07-01,,LumoraPay,0,0,0,
HH00624,2,2025-08-30,,LumoraPay,0,0,0,
HH00624,3,2025-10-29,2025-11-06,LumoraPay,0,65,0,
HH00624,4,2025-12-28,,LumoraPay,0,0,0,
HH00625,1,2025-07-01,2025-07-06,LumoraPay,0,65,0,
HH00625,2,2025-08-30,,LumoraPay,0,0,0,
HH00625,3,2025-10-29,,LumoraPay,0,0,0,
HH00625,4,2025-12-28,,LumoraPay,0,0,0,
HH00626,1,2025-07-01,,LumoraPay,0,0,0,
HH00626,2,2025-08-30,,LumoraPay,0,0,0,
HH00626,3,2025-10-29,,LumoraPay,0,0,0,
HH00626,4,2025-12-28,,LumoraPay,0,0,0,
HH00627,1,2025-07-01,,LumoraPay,0,0,0,
HH00627,2,2025-08-30,,LumoraPay,0,0,0,
HH00627,3,2025-10-29,,LumoraPay,0,0,0,
HH00627,4,2025-12-28,,LumoraPay,0,0,0,
HH00628,1,2025-07-01,,LumoraPay,0,0,0,
HH00628,2,2025-08-30,,LumoraPay,0,0,0,
HH00628,3,2025-10-29,,LumoraPay,0,0,0,
HH00628,4,2025-12-28,,LumoraPay,0,0,0,
HH00629,1,2025-07-01,2025-07-07,MobileCash,65,65,0,
HH00629,2,2025-08-30,,MobileCash,65,0,1,inactive account
HH00629,3,2025-10-29,2025-10-30,MobileCash,65,65,0,
HH00629,4,2025-12-28,2026-01-03,MobileCash,65,65,0,
HH00630,1,2025-07-01,,LumoraPay,0,0,0,
HH00630,2,2025-08-30,,LumoraPay,0,0,0,
HH00630,3,2025-10-29,,LumoraPay,0,0,0,
HH00630,4,2025-12-28,,LumoraPay,0,0,0,
HH00631,1,2025-07-01,2025-07-09,LumoraPay,65,65,0,
HH00631,2,2025-08-30,2025-08-31,LumoraPay,65,65,0,
HH00631,3,2025-10-29,2025-10-31,LumoraPay,65,65,0,
HH00631,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00632,1,2025-07-01,,LumoraPay,0,0,0,
HH00632,2,2025-08-30,,LumoraPay,0,0,0,
HH00632,3,2025-10-29,,LumoraPay,0,0,0,
HH00632,4,2025-12-28,,LumoraPay,0,0,0,
HH00633,1,2025-07-01,2025-07-05,LumoraPay,65,65,0,
HH00633,2,2025-08-30,2025-08-30,LumoraPay,65,65,0,
HH00633,3,2025-10-29,2025-11-02,LumoraPay,65,65,0,
HH00633,4,2025-12-28,2026-01-02,LumoraPay,65,65,0,
HH00634,1,2025-07-01,,LumoraPay,0,0,0,
HH00634,2,2025-08-30,,LumoraPay,0,0,0,
HH00634,3,2025-10-29,,LumoraPay,0,0,0,
HH00634,4,2025-12-28,,LumoraPay,0,0,0,
HH00635,1,2025-07-01,2025-07-11,MobileCash,65,65,0,
HH00635,2,2025-08-30,2025-09-03,MobileCash,65,65,0,
HH00635,3,2025-10-29,2025-10-30,MobileCash,65,65,0,
HH00635,4,2025-12-28,2025-12-30,MobileCash,65,65,0,
HH00636,1,2025-07-01,,MobileCash,0,0,0,
HH00636,2,2025-08-30,,MobileCash,0,0,0,
HH00636,3,2025-10-29,,MobileCash,0,0,0,
HH00636,4,2025-12-28,,MobileCash,0,0,0,
HH00637,1,2025-07-01,2025-07-02,LumoraPay,65,65,0,
HH00637,2,2025-08-30,2025-09-03,LumoraPay,65,65,0,
HH00637,3,2025-10-29,2025-11-07,LumoraPay,65,65,0,
HH00637,4,2025-12-28,2025-12-30,LumoraPay,65,65,0,
HH00638,1,2025-07-01,2025-07-07,PostBank,65,65,0,
HH00638,2,2025-08-30,2025-08-30,PostBank,65,65,0,
HH00638,3,2025-10-29,2025-10-29,PostBank,65,65,0,
HH00638,4,2025-12-28,2026-01-01,PostBank,65,65,0,
HH00639,1,2025-07-01,,LumoraPay,0,0,0,
HH00639,2,2025-08-30,,LumoraPay,0,0,0,
HH00639,3,2025-10-29,,LumoraPay,0,0,0,
HH00639,4,2025-12-28,,LumoraPay,0,0,0,
HH00640,1,2025-07-01,,MobileCash,0,0,0,
HH00640,2,2025-08-30,,MobileCash,0,0,0,
HH00640,3,2025-10-29,,MobileCash,0,0,0,
HH00640,4,2025-12-28,,MobileCash,0,0,0,
HH00641,1,2025-07-01,2025-07-08,MobileCash,65,65,0,
HH00641,2,2025-08-30,2025-09-06,MobileCash,65,65,0,
HH00641,3,2025-10-29,2025-11-02,MobileCash,65,65,0,
HH00641,4,2025-12-28,2026-01-06,MobileCash,65,65,0,
HH00642,1,2025-07-01,2025-07-13,MobileCash,65,65,0,
HH00642,2,2025-08-30,2025-09-07,MobileCash,65,65,0,
HH00642,3,2025-10-29,2025-11-06,MobileCash,65,65,0,
HH00642,4,2025-12-28,2026-01-01,MobileCash,65,65,0,
HH00643,1,2025-07-01,2025-07-03,PostBank,65,65,0,
HH00643,2,2025-08-30,2025-09-02,PostBank,65,65,0,
HH00643,3,2025-10-29,2025-10-29,PostBank,65,65,0,
HH00643,4,2025-12-28,2026-01-01,PostBank,65,65,0,
HH00644,1,2025-07-01,,LumoraPay,0,0,0,
HH00644,2,2025-08-30,,LumoraPay,0,0,0,
HH00644,3,2025-10-29,,LumoraPay,0,0,0,
HH00644,4,2025-12-28,,LumoraPay,0,0,0,
HH00645,1,2025-07-01,2025-07-01,LumoraPay,65,65,0,
HH00645,2,2025-08-30,2025-09-03,LumoraPay,65,65,0,
HH00645,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00645,4,2025-12-28,2026-01-01,LumoraPay,65,65,0,
HH00646,1,2025-07-01,2025-07-04,LumoraPay,65,65,0,
HH00646,2,2025-08-30,2025-09-03,LumoraPay,65,65,0,
HH00646,3,2025-10-29,2025-11-03,LumoraPay,65,65,0,
HH00646,4,2025-12-28,2026-01-02,LumoraPay,65,65,0,
HH00647,1,2025-07-01,2025-07-11,MobileCash,65,65,0,
HH00647,2,2025-08-30,2025-09-04,MobileCash,65,65,0,
HH00647,3,2025-10-29,2025-11-02,MobileCash,65,65,0,
HH00647,4,2025-12-28,2025-12-30,MobileCash,65,65,0,
HH00648,1,2025-07-01,2025-07-12,LumoraPay,65,65,0,
HH00648,2,2025-08-30,2025-09-04,LumoraPay,65,65,0,
HH00648,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00648,4,2025-12-28,2026-01-03,LumoraPay,65,65,0,
HH00649,1,2025-07-01,2025-07-08,MobileCash,65,65,0,
HH00649,2,2025-08-30,2025-09-07,MobileCash,65,65,0,
HH00649,3,2025-10-29,2025-11-06,MobileCash,65,65,0,
HH00649,4,2025-12-28,2026-01-03,MobileCash,65,65,0,
HH00650,1,2025-07-01,,PostBank,0,0,0,
HH00650,2,2025-08-30,,PostBank,0,0,0,
HH00650,3,2025-10-29,,PostBank,0,0,0,
HH00650,4,2025-12-28,,PostBank,0,0,0,
HH00651,1,2025-07-01,2025-07-13,MobileCash,65,65,0,
HH00651,2,2025-08-30,2025-09-11,MobileCash,65,65,0,
HH00651,3,2025-10-29,2025-11-01,MobileCash,65,65,0,
HH00651,4,2025-12-28,2026-01-02,MobileCash,65,65,0,
HH00652,1,2025-07-01,,LumoraPay,0,0,0,
HH00652,2,2025-08-30,,LumoraPay,0,0,0,
HH00652,3,2025-10-29,,LumoraPay,0,0,0,
HH00652,4,2025-12-28,,LumoraPay,0,0,0,
HH00653,1,2025-07-01,2025-07-01,PostBank,65,65,0,
HH00653,2,2025-08-30,2025-09-03,PostBank,65,65,0,
HH00653,3,2025-10-29,2025-10-30,PostBank,65,65,0,
HH00653,4,2025-12-28,2025-12-30,PostBank,65,65,0,
HH00654,1,2025-07-01,2025-07-08,PostBank,65,65,0,
HH00654,2,2025-08-30,2025-08-30,PostBank,65,65,0,
HH00654,3,2025-10-29,2025-11-01,PostBank,65,65,0,
HH00654,4,2025-12-28,,PostBank,65,0,1,provider outage
HH00655,1,2025-07-01,2025-07-04,MobileCash,65,65,0,
HH00655,2,2025-08-30,2025-09-12,MobileCash,65,65,0,
HH00655,3,2025-10-29,2025-11-06,MobileCash,65,65,0,
HH00655,4,2025-12-28,2026-01-15,MobileCash,65,65,0,
HH00656,1,2025-07-01,2025-07-06,LumoraPay,65,65,0,
HH00656,2,2025-08-30,2025-09-01,LumoraPay,65,65,0,
HH00656,3,2025-10-29,2025-11-01,LumoraPay,65,65,0,
HH00656,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00657,1,2025-07-01,2025-07-07,PostBank,65,65,0,
HH00657,2,2025-08-30,2025-09-05,PostBank,65,65,0,
HH00657,3,2025-10-29,2025-10-29,PostBank,65,65,0,
HH00657,4,2025-12-28,2026-01-07,PostBank,65,65,0,
HH00658,1,2025-07-01,,PostBank,0,0,0,
HH00658,2,2025-08-30,,PostBank,0,0,0,
HH00658,3,2025-10-29,,PostBank,0,0,0,
HH00658,4,2025-12-28,,PostBank,0,0,0,
HH00659,1,2025-07-01,2025-07-05,MobileCash,65,65,0,
HH00659,2,2025-08-30,2025-09-05,MobileCash,65,65,0,
HH00659,3,2025-10-29,2025-10-31,MobileCash,65,65,0,
HH00659,4,2025-12-28,2026-01-01,MobileCash,65,65,0,
HH00660,1,2025-07-01,,LumoraPay,65,0,1,missing national id
HH00660,2,2025-08-30,2025-09-02,LumoraPay,65,65,0,
HH00660,3,2025-10-29,2025-11-02,LumoraPay,65,65,0,
HH00660,4,2025-12-28,2025-12-30,LumoraPay,65,65,0,
HH00661,1,2025-07-01,2025-07-07,PostBank,65,65,0,
HH00661,2,2025-08-30,2025-09-04,PostBank,65,65,0,
HH00661,3,2025-10-29,2025-10-31,PostBank,65,65,0,
HH00661,4,2025-12-28,2025-12-28,PostBank,65,65,0,
HH00662,1,2025-07-01,2025-07-08,LumoraPay,65,65,0,
HH00662,2,2025-08-30,2025-08-30,LumoraPay,65,65,0,
HH00662,3,2025-10-29,2025-11-02,LumoraPay,65,65,0,
HH00662,4,2025-12-28,2026-01-04,LumoraPay,65,65,0,
HH00663,1,2025-07-01,2025-07-05,LumoraPay,65,65,0,
HH00663,2,2025-08-30,2025-09-05,LumoraPay,65,65,0,
HH00663,3,2025-10-29,2025-11-03,LumoraPay,65,65,0,
HH00663,4,2025-12-28,2025-12-30,LumoraPay,65,65,0,
HH00664,1,2025-07-01,2025-07-07,MobileCash,65,65,0,
HH00664,2,2025-08-30,2025-09-07,MobileCash,65,65,0,
HH00664,3,2025-10-29,2025-11-01,MobileCash,65,65,0,
HH00664,4,2025-12-28,2026-01-07,MobileCash,65,65,0,
HH00665,1,2025-07-01,,MobileCash,0,0,0,
HH00665,2,2025-08-30,,MobileCash,0,0,0,
HH00665,3,2025-10-29,,MobileCash,0,0,0,
HH00665,4,2025-12-28,,MobileCash,0,0,0,
HH00666,1,2025-07-01,2025-07-13,MobileCash,65,65,0,
HH00666,2,2025-08-30,2025-08-30,MobileCash,65,65,0,
HH00666,3,2025-10-29,2025-11-09,MobileCash,65,55,0,
HH00666,4,2025-12-28,2026-01-15,MobileCash,65,65,0,
HH00667,1,2025-07-01,2025-07-04,LumoraPay,65,65,0,
HH00667,2,2025-08-30,2025-09-04,LumoraPay,65,65,0,
HH00667,3,2025-10-29,2025-11-01,LumoraPay,65,65,0,
HH00667,4,2025-12-28,2025-12-28,LumoraPay,65,65,0,
HH00668,1,2025-07-01,,PostBank,0,0,0,
HH00668,2,2025-08-30,,PostBank,0,0,0,
HH00668,3,2025-10-29,,PostBank,0,0,0,
HH00668,4,2025-12-28,,PostBank,0,0,0,
HH00669,1,2025-07-01,2025-07-03,LumoraPay,65,65,0,
HH00669,2,2025-08-30,2025-08-31,LumoraPay,65,65,0,
HH00669,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00669,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00670,1,2025-07-01,,PostBank,0,0,0,
HH00670,2,2025-08-30,,PostBank,0,0,0,
HH00670,3,2025-10-29,,PostBank,0,0,0,
HH00670,4,2025-12-28,,PostBank,0,0,0,
HH00671,1,2025-07-01,2025-07-06,PostBank,65,65,0,
HH00671,2,2025-08-30,2025-08-30,PostBank,65,65,0,
HH00671,3,2025-10-29,2025-10-31,PostBank,65,65,0,
HH00671,4,2025-12-28,2025-12-30,PostBank,65,65,0,
HH00672,1,2025-07-01,,LumoraPay,0,0,0,
HH00672,2,2025-08-30,,LumoraPay,0,0,0,
HH00672,3,2025-10-29,,LumoraPay,0,0,0,
HH00672,4,2025-12-28,,LumoraPay,0,0,0,
HH00673,1,2025-07-01,,LumoraPay,0,0,0,
HH00673,2,2025-08-30,,LumoraPay,0,0,0,
HH00673,3,2025-10-29,,LumoraPay,0,0,0,
HH00673,4,2025-12-28,,LumoraPay,0,0,0,
HH00674,1,2025-07-01,2025-07-14,MobileCash,65,65,0,
HH00674,2,2025-08-30,2025-09-12,MobileCash,65,65,0,
HH00674,3,2025-10-29,2025-11-04,MobileCash,65,65,0,
HH00674,4,2025-12-28,2025-12-29,MobileCash,65,65,0,
HH00675,1,2025-07-01,2025-07-06,LumoraPay,65,65,0,
HH00675,2,2025-08-30,2025-09-05,LumoraPay,65,65,0,
HH00675,3,2025-10-29,2025-11-06,LumoraPay,65,65,0,
HH00675,4,2025-12-28,2026-01-02,LumoraPay,65,65,0,
HH00676,1,2025-07-01,,LumoraPay,0,0,0,
